,GSM2172075,GSM2172102,GSM2172173,GSM2172352,GSM2174145,GSM2174148,GSM2174150,GSM2174151,GSM2174153,GSM2174156,GSM2174158,GSM2174161,GSM2174168,GSM2174170,GSM2174171,GSM2174172,GSM2174173,GSM2174176,GSM2174177,GSM2174182,GSM2174190,GSM2174194,GSM2174195,GSM2174196,GSM2174198,GSM2174201,GSM2174204,GSM2174205,GSM2174207,GSM2174209,GSM2174213,GSM2174215,GSM2174217,GSM2174224,GSM2174229,GSM2174231,GSM2174238,GSM2174241,GSM2174242,GSM2174247,GSM2174249,GSM2174253,GSM2174255,GSM2174259,GSM2174261,GSM2174262,GSM2174263,GSM2174265,GSM2174268,GSM2174270,GSM2174276,GSM2174281,GSM2174282,GSM2174283,GSM2174285,GSM2174289,GSM2174294,GSM2174296,GSM2174299,GSM2174305,GSM2174307,GSM2174309,GSM2174310,GSM2174313,GSM2174316,GSM2174324,GSM2174325,GSM2174326,GSM2174336,GSM2174343,GSM2174346,GSM2174347,GSM2174352,GSM2174356,GSM2174358,GSM2174359,GSM2174360,GSM2174368,GSM2174370,GSM2174376,GSM2174379,GSM2174381,GSM2174383,GSM2174386,GSM2174389,GSM2174390,GSM2174403,GSM2174406,GSM2174407,GSM2174408,GSM2174416,GSM2174417,GSM2174422
KEGG_MTOR_SIGNALING_PATHWAY,0.2492,0.1734,0.1356,0.00839999999999996,0.000600000000000045,0.000600000000000045,0,0.00839999999999996,0,0.0112,0.00160000000000005,0,0.000600000000000045,0,0.0590000000000001,0.00239999999999996,0.1882,0.0404,0.3434,0.0178,0.00839999999999996,0,0,0.0114,0,0.1242,0.0224,0.00139999999999996,0.0888,0.00939999999999996,0,0,0,0.462,0.00260000000000005,0,0.0148,0.0162,0.00419999999999998,0.000800000000000023,0,0.017,0.000800000000000023,0,0,0,0.000600000000000045,0,0,0,0.0114,0,0,0.1952,0.00819999999999999,0.000600000000000045,0.4964,0.00319999999999998,0.00819999999999999,0.002,0.00260000000000005,0.000600000000000045,0.0888,0.000399999999999956,0.00600000000000001,0,0.002,0.0148,0.00839999999999996,0.000600000000000045,0,0.3028,0.000800000000000023,0,0.8004,0.0116000000000001,0,0.0172,0.0292,0.00160000000000005,0.00819999999999999,0.00800000000000001,0,0.00160000000000005,0.00819999999999999,0,0,0,0.000399999999999956,0.00180000000000002,0.00900000000000001,0.00119999999999998,0.0224
KEGG_APOPTOSIS,0.8698,0.9238,1,0.7524,0.7016,0.5028,0.7532,0.9398,0.958,0.9978,0.9404,0.7978,0.8908,0.9126,0.9498,0.9678,0.896,0.8768,0.9888,0.9762,0.956,0.957,0.8646,0.956,0.9924,0.9836,0.9944,0.8166,0.7654,0.989,0.7988,0.9974,0.9996,0.9474,0.9336,0.9964,0.9922,0.9606,0.551,0.9062,0.9946,0.9924,0.9784,0.9272,0.9514,0.9574,0.7328,0.9278,0.9606,0.9292,0.7438,0.9556,0.9392,0.9922,0.8134,0.9956,0.9908,0.9364,0.9908,0.6596,0.9832,1,0.9898,0.4794,0.9824,0.775,0.3882,0.9658,0.981,0.9146,0.9602,0.9608,0.9514,0.813,0.9368,0.9948,0.9998,0.8112,0.996,0.9992,0.9924,0.989,0.9854,0.902,0.789,0.546,0.8434,0.9762,0.9678,0.978,0.7472,0.9124,0.9662
KEGG_CARDIAC_MUSCLE_CONTRACTION,1,1,1,1,0.9536,0.9998,0.9998,1,1,0.9482,1,0.9992,1,1,1,1,1,0.7436,0.8968,1,0.9838,1,0.9996,1,1,1,0.6742,1,0.9844,0.999,0.998,1,1,1,1,1,1,1,0.9182,1,1,0.8504,0.96,1,0.9992,1,1,1,1,0.9726,1,0.992,0.998,1,1,0.9846,0.9972,1,1,1,0.5116,0.8894,0.969,1,0.0162,0.9992,0.9922,0.9616,0.9354,0.9146,1,0.662,0.9736,0.7382,0.9378,1,0.9992,0.998,1,1,0.998,1,0.977,0.9992,1,1,1,0.6224,0.8734,1,1,0.9928,1
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,0.00239999999999996,0.00980000000000003,0.3396,0.0226,0.00460000000000005,0.0184,0.0356,0.0322,0.00419999999999998,0.0584,0.4132,0.0696,0.015,0.1872,0.0816,0.00980000000000003,0.1548,0.00160000000000005,0.0162,0.0412,0.0266,0.0412,0.1882,0.0356,0.0604,0.1518,0.000600000000000045,0.0754,0.0226,0.00900000000000001,0.0766,0.5054,0.0132,0.9774,0.1786,0.4024,0.0498,0.0478,0.143,0.00680000000000003,0.1066,0.0904,0.088,0.9984,0.0864,0.141,0.0194,0.00760000000000005,0.2606,0.045,0.4714,0.0984,0.536,0.0322,0.1262,0.8794,0.1508,0.1436,0.0135999999999999,0.5054,0.0144,0.0228,0.0276,0.082,0.00119999999999998,0.3488,0.0194,0.097,0.00380000000000003,0.0506,0.0258,0.0798,0.0122,0.056,0.162,0.0864,0.3624,0.0914,0.0108,0.2098,0.015,0.0114,0.000600000000000045,0.0688,0.1454,0.0872000000000001,0.1626,0.0620000000000001,0.1118,0.0184,0.1942,0.0194,0.0659999999999999
KEGG_WNT_SIGNALING_PATHWAY,0.9996,0.9992,0.9974,0.9996,0.998,0.9992,0.9984,0.9854,0.992,0.9996,0.9992,0.9996,0.9996,0.9746,0.9998,0.976,1,0.9996,0.9974,0.9998,0.999,0.9944,1,0.9882,1,0.9996,0.9542,0.9996,0.9998,0.9974,0.9996,0.9992,0.9894,1,0.9998,0.9984,0.993,0.9998,0.9996,0.9984,1,1,0.9988,0.9968,0.9906,0.9998,0.9994,0.996,0.9904,0.9998,0.9966,0.9924,0.9996,0.9974,0.9998,0.9998,0.9666,0.9998,0.9996,0.9984,0.9996,0.9984,0.9998,0.9996,0.9984,0.9996,0.9998,1,0.9984,1,0.9906,0.9998,0.9988,0.9996,0.9924,0.9996,0.9996,0.9996,0.997,0.9998,0.9992,0.998,0.9996,1,0.994,0.9984,0.9906,0.9996,0.9996,0.9944,0.982,0.9998,0.9996
KEGG_DORSO_VENTRAL_AXIS_FORMATION,1,0.8322,1,0.7828,1,0.9498,1,1,0.845,0.9696,0.7082,0.9916,0.931,1,0.8332,0.963,0.9088,0.8966,1,0.882,0.9214,1,1,0.7434,0.5934,0.9502,0.9954,1,1,0.881,1,1,0.2104,1,0.8098,1,0.99,0.978,0.976,0.7652,1,0.9396,0.9642,0.7816,1,0.8716,1,0.9882,1,0.968,1,0.8056,1,0.1924,0.978,0.8344,1,0.86,0.7346,1,0.9898,0.8614,1,0.0654,0.9964,1,0.8514,0.981,0.9944,0.9984,0.1838,0.981,0.5156,1,0.9858,0.971,0.984,0.8154,0.8312,0.996,1,0.9684,0.8064,0.4534,0.9118,1,0.5142,1,0.8464,0.5588,1,0.7478,1
KEGG_NOTCH_SIGNALING_PATHWAY,1,0.9394,0.979,0.9914,0.645,0.996,1,0.7772,0.8898,0.9994,1,1,0.9996,0.5786,1,0.9728,1,0.4188,0.9968,0.9994,0.9996,0.9154,0.9986,0.9748,0.4662,0.7426,0.8152,0.988,1,0.9864,1,0.881,0.9224,0.8708,0.9394,1,0.7208,1,1,0.883,0.9708,1,0.978,0.998,0.9996,1,0.7106,0.4226,0.9534,1,0.7412,0.997,0.9996,1,0.9998,1,1,0.9944,0.872,0.999,1,0.899,1,0.9714,0.9976,0.9998,1,0.9944,0.95,0.5072,0.999,1,0.4472,1,0.9572,0.9374,1,0.995,0.9896,0.266,0.997,0.6438,0.8576,0.7336,1,1,0.993,1,0.9756,0.566,0.5792,0.9864,1
KEGG_HEDGEHOG_SIGNALING_PATHWAY,0.2868,0.518,1,0.0592,0.0322,0.069,1,0.2362,0.6638,0.1518,0.00419999999999998,0.2808,0.9276,1,0.3456,0.174,0.1852,0.7074,0.3572,0.0286,0.893,0.0754,1,0.1458,0.449,0.9442,0.2798,0.4388,0.255,0.8326,0.1398,0.0407999999999999,0.3666,0.9772,0.7052,0.1608,0.2242,0.9052,0.7264,0.0184,0.3096,0.331,0.6518,1,0.8234,0.0478,0.0162,0.3406,0.4128,0.4688,0.1424,0.0822000000000001,0.0192,1,0.5942,0.2954,1,0.4614,0.575,0.1196,0.3848,0.2138,0.6224,0.268,0.1084,0.8468,0.8818,0.859,0.1382,0.0472,0.00560000000000005,0.7776,0.839,0.0125999999999999,0.1242,0.3626,0.7804,0.3504,0.245,1,0.0316,0.0978,0.6602,0.708,0.0679999999999999,0.032,1,0.8902,0.8678,0.2404,0.4356,0.7384,0.798
KEGG_TGF_BETA_SIGNALING_PATHWAY,0.4986,0.9226,0.9878,0.923,0.5088,0.983,0.8938,0.8394,0.3138,0.987,0.9976,0.9976,0.9842,0.5018,0.963,0.9966,0.9924,0.9064,0.957,0.9994,0.982,0.7796,0.9966,0.446,0.9938,0.9588,0.8882,0.9992,0.9938,0.898,0.9638,0.9512,0.454,1,0.9932,0.9634,0.983,0.9498,0.9436,0.7904,0.992,0.999,0.9122,0.2806,0.1492,0.8664,0.9822,0.9686,0.4634,0.8514,0.9994,0.3206,0.9974,0.7318,0.9982,0.9952,0.5342,0.9996,0.8966,0.9994,0.9842,0.5118,0.889,0.9986,0.9898,0.9974,0.975,0.9994,0.9958,0.9968,0.9916,0.9966,0.7618,0.965,0.9828,0.632,0.998,0.9812,0.7142,0.9942,0.9766,0.525,0.999,0.9948,0.612,0.9956,0.2304,0.8844,0.8198,0.9158,0.7208,0.8138,0.7176
KEGG_AXON_GUIDANCE,0.6526,0.5526,0.4698,0.072,0.9884,0.9608,0.6928,0.536,0.4228,0.944,0.4806,0.525,0.9712,0.9836,0.559,0.9912,0.9428,0.9974,0.7758,0.9028,0.9984,0.8506,0.9978,0.951,0.7662,1,0.8512,1,0.4188,0.995,0.9878,0.745,0.8222,0.9976,0.5524,0.947,0.8752,0.9964,0.9962,0.635,0.9462,0.9792,0.999,0.9996,0.9854,0.8696,0.9502,0.5498,0.8108,0.9142,0.9024,0.7506,0.3494,0.6952,0.8482,1,0.3138,1,0.8118,0.9836,0.9978,0.9542,0.9786,0.9896,0.9864,0.992,0.9976,0.9352,0.979,0.9676,0.8944,0.8332,0.9994,0.9516,0.9534,0.9352,0.973,0.9932,0.992,0.9992,0.9996,0.9866,0.9908,0.8168,0.9824,0.9854,0.9142,0.8218,0.9972,0.9358,0.7942,0.9424,0.9716
KEGG_VEGF_SIGNALING_PATHWAY,0.9056,0.9922,0.8398,0.9996,0.8936,0.9998,0.5408,0.8974,0.9858,0.9938,0.1564,0.7542,0.7442,0.8514,0.7202,0.9998,0.9968,0.9978,0.6616,0.926,0.9686,0.9654,0.9718,0.807,0.9686,0.9998,0.9098,0.8638,0.3586,0.9998,0.9654,0.2622,0.9438,0.8414,0.9092,0.4744,0.8978,0.9862,0.8684,0.9948,1,0.9714,0.893,0.9784,0.9098,0.9754,0.6696,0.6752,0.961,0.8662,0.5582,0.949,0.9192,0.5618,0.496,0.9084,0.2652,0.986,0.9904,0.6788,0.9998,0.9416,0.9164,0.4632,0.991,0.548,0.9676,0.9884,0.9562,0.97,0.5956,0.3774,0.9998,0.9562,0.5268,0.9674,0.9078,0.997,0.9954,0.9624,0.6974,0.613,0.4962,0.9998,0.1888,0.946,0.3036,0.9732,0.9942,0.818,0.8576,0.9028,0.9208
KEGG_FOCAL_ADHESION,0.9968,0.8606,0.9726,0.4468,0.8368,0.6698,0.8544,0.5662,0.8602,0.8732,0.9746,0.9426,0.962,0.9784,0.7544,0.7672,0.8206,0.9878,0.7322,0.7996,0.919,0.887,0.8802,0.9994,0.6238,0.9974,0.5672,0.9758,0.8594,0.9296,0.9986,0.846,0.941,0.9994,0.5008,0.9938,0.916,0.9972,0.9626,0.8554,0.703,0.9746,0.9356,0.9988,0.9908,0.6036,0.8144,0.581,0.8408,0.9816,0.9054,0.87,0.8634,0.9984,0.8868,0.9986,0.8956,0.997,0.9484,0.9494,0.9886,0.9974,0.8318,0.9706,0.9408,0.9784,0.9878,0.9956,0.9138,0.814,0.6202,0.9988,0.8934,0.8026,0.9172,0.8432,0.7926,0.8028,0.9866,0.9898,0.9994,0.8192,0.9974,0.8056,0.9772,0.9394,0.9766,0.8054,0.9866,0.848,0.996,0.9844,0.9238
KEGG_ECM_RECEPTOR_INTERACTION,0.2352,0.1482,0.1448,0.1026,0.6424,0.1664,1,0.1994,0.2252,0.5628,1,0.4792,0.3298,0.2236,0.419,0.6248,0.4264,0.5164,0.2592,0.2128,0.572,0.2606,1,1,0.1398,0.6932,0.3378,0.6036,0.1276,1,0.6426,1,0.3522,0.2566,0.1814,1,0.6534,0.1852,0.4524,0.0762,0.2634,0.5258,0.6074,0.3674,1,0.1062,0.6726,0.2028,0.5364,0.5628,0.5216,0.6176,1,0.7848,0.2882,0.7642,0.2346,0.8298,0.1814,0.4854,0.7606,0.2836,0.525,0.2994,0.3682,0.4366,0.4152,0.2184,0.6896,0.2776,0.7008,0.3014,0.2744,0.5018,0.3788,0.2614,0.2012,0.1918,0.5974,0.825,0.5976,0.6534,1,0.2894,0.2878,1,1,0.3406,0.2476,0.2386,1,0.3158,0.324
KEGG_CELL_ADHESION_MOLECULES_CAMS,0.276,0.1088,0.3242,0.0252,0.7884,0.2882,0.8576,0.6244,0.4222,0.6626,0.6074,0.9714,0.5958,0.2708,0.209,0.78,0.2242,0.443,0.2404,0.2006,0.678,0.3298,0.8314,0.6742,0.1212,0.287,0.0962,0.4024,0.0954,0.6506,0.8148,0.9122,0.7474,0.5706,0.437,0.82,0.9144,0.6334,0.9092,0.0884,0.5576,0.9578,0.8732,0.6424,0.3932,0.1628,0.5202,0.1646,0.8974,0.8148,0.4344,0.8888,0.2558,0.7514,0.256,0.931,0.2484,0.8804,0.1706,0.7884,0.9396,0.3792,0.919,0.375,0.1382,0.565,0.7666,0.3912,0.9808,0.2834,0.8904,0.694,0.7996,0.7368,0.871,0.6448,0.1508,0.1766,0.7748,0.438,0.8024,0.4216,0.5298,0.3306,0.307,0.2408,0.4894,0.3614,0.4854,0.4156,0.8198,0.668,0.9
KEGG_ADHERENS_JUNCTION,1,0.9564,0.9958,0.9838,0.9938,0.9962,0.998,0.9948,1,0.9984,0.9818,1,1,0.9998,0.9922,0.8104,1,0.9918,0.9788,0.9926,0.998,0.9858,1,1,0.9958,0.9922,0.9614,1,0.9974,0.9976,1,1,0.9976,1,0.9954,1,0.9896,0.9998,1,0.988,0.9968,0.998,0.9918,1,1,0.9998,0.9972,0.987,0.9896,0.9998,0.9928,0.9968,0.9998,1,0.9786,0.9964,1,0.9996,1,0.998,0.994,1,0.9958,1,0.9972,0.9996,1,1,0.9758,0.9948,0.9726,1,0.9968,1,0.9992,0.9898,0.9754,0.9896,0.9996,0.9998,1,0.9458,1,0.9926,1,0.9996,0.9996,0.9836,1,0.9274,1,0.994,1
KEGG_TIGHT_JUNCTION,0.9998,0.8428,1,0.8474,0.937,0.675,0.9908,0.336,0.9936,0.976,0.9522,1,0.9808,0.9562,0.9756,0.9912,0.8384,0.9374,0.9986,0.9792,0.9986,0.9792,1,0.9966,0.948,0.8772,0.6404,0.9984,0.99,0.9522,1,0.9936,0.9292,1,0.8058,0.9998,0.9662,1,0.9986,0.7698,0.9916,0.9948,0.9864,0.9972,0.9986,0.9618,0.9912,0.902,0.8804,0.9962,0.9682,0.8176,0.9986,0.9986,0.9682,0.9996,0.9554,1,0.9994,0.9978,0.976,0.9966,0.873,1,0.9844,0.9996,0.9996,0.9998,0.98,0.9772,0.8552,1,0.7436,0.9994,0.942,0.7886,0.9744,0.9058,0.9618,0.9986,0.994,0.8116,1,0.6782,0.993,0.8646,0.9456,0.6254,0.9986,0.949,0.9564,0.9236,0.9984
KEGG_GAP_JUNCTION,0.6402,0.6012,0.9788,0.2592,0.1126,0.3878,0.1976,0.3504,0.8602,0.7116,0.1162,0.9962,0.8576,0.2044,0.3922,0.9086,0.9236,0.8632,0.7704,0.4118,0.3988,0.617,0.555,0.7308,0.4896,0.4896,0.2012,0.44,0.37,0.9562,0.5192,0.9834,0.3942,0.4112,0.7734,0.9276,0.3914,0.9622,0.991,0.2532,0.5322,0.506,0.6906,0.955,0.64,0.5224,0.4144,0.3282,0.9394,0.2202,0.4056,0.6798,0.7134,0.9434,0.1668,0.673,0.337,0.5552,0.2446,0.93,0.2128,0.4544,0.7492,0.5518,0.2792,0.4406,0.9236,0.7306,0.5694,0.7452,0.1472,0.5766,0.7256,0.5642,0.9676,0.4788,0.4954,0.2564,0.6022,0.7868,0.7652,0.7738,0.7238,0.4306,0.8162,0.7434,0.9216,0.722,0.457,0.1486,0.617,0.52,0.6472
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,0.0462,0.00660000000000005,1,0.00739999999999996,1,0.0874,0.2572,0.0442,0.0688,0.00280000000000002,1,1,0.3708,1,0.000800000000000023,0.044,0.00800000000000001,0.2706,1,0.6718,0.156,0.2598,0.6798,0.5082,0.2224,0.022,0.00460000000000005,0.2268,0.1196,0.034,1,1,1,0.0165999999999999,0.1954,1,0.3646,0.0704,0.1126,0.0606,0.0374,0.0954,0.0144,0.172,1,1,0.00919999999999999,0.0336,1,0.005,0.0172,1,1,0.00960000000000005,1,1,0.0296,0.0417999999999999,0.0982,0.4322,0.0302,0.1848,0.131,1,0.0407999999999999,1,0.2528,0.1506,0.374,0.0659999999999999,1,0.0386,0.0194,0.0106000000000001,0.02,0.0314,0.00519999999999998,0.00460000000000005,1,0.00780000000000003,0.0992,0.1538,1,0.0182,0.2956,0.5806,1,0.0482,0.1,0.0336,0.0407999999999999,0.0954,0.3324
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,0.548,0.1152,0.0188,0.2216,0.2648,0.1232,0.9616,0.1928,0.9588,0.2208,0.2508,0.7922,0.5412,0.9548,0.0688,0.3122,0.0614,0.4586,0.453,0.2736,0.6104,0.943,0.3302,0.389,0.2976,0.4024,0.00519999999999998,0.5088,0.7286,0.9318,0.8516,0.9196,0.9898,0.9772,0.121,0.9534,0.9584,0.5196,0.7876,0.4618,0.2506,0.5646,0.1404,0.9842,0.9104,0.1178,0.3128,0.208,0.9486,0.2994,0.2704,0.1788,0.9474,0.9672,0.6834,0.707,0.9432,0.2362,0.1616,0.638,0.505,0.4394,0.4324,0.9998,0.00980000000000003,0.9432,0.4386,0.2824,0.694,0.5542,0.9996,0.1556,0.5708,0.5576,0.1032,0.411,0.4194,0.0286,0.411,0.7632,0.4664,0.0714,0.989,0.5932,0.6522,0.636,0.7106,0.2204,0.7086,0.2516,0.8592,0.3662,0.9394
KEGG_RENIN_ANGIOTENSIN_SYSTEM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1198,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.813,0.8652,0.2266,0.7354,0.1018,0.0649999999999999,0.0422,0.3166,0.0764,0.0762,0.1284,0.1006,0.1018,0.00380000000000003,0.0906,0.046,0.023,0.1054,0.2742,0.3432,0.2278,0.353,0.024,0.0944,0.6768,0.1814,0.1812,0.2554,0.0482,0.6978,0.1766,0.2548,0.5094,0.364,0.0204,0.1256,0.0766,0.00660000000000005,0.0758,0.0602,0.2016,0.69,0.2814,0.0144,0.00560000000000005,0.00700000000000001,0.00680000000000003,0.2262,0.8632,0.0582,0.0972,0.3196,0.219,0.4496,0.0124,0.1812,0.00800000000000001,0.02,0.5646,0.00700000000000001,0.3364,0.107,0.323,0.2086,0.2908,0.0184,0.5532,0.5962,0.1018,0.231,0.0496,0.153,0.9416,0.0824,0.1212,0.203,0.1252,0.0838,0.8534,0.2066,0.024,0.1048,0.5512,0.0448,0.204,0.3616,0.3846,0.4658,0.855,0.0894,0.00560000000000005,0.6918,0.7044
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.1192,0.0646,0.00119999999999998,0.0174,0.2522,0.0600000000000001,0.3034,0.0444,0.1208,0.127,0.0838,0.193,0.00180000000000002,0.00219999999999998,0.2176,0.00260000000000005,0.0208,0.0262,0.0208,0.0344,0.0462,0.6186,0.00180000000000002,0.0594,0.0436,0.0669999999999999,0.0192,0.2828,0.727,0.714,0.044,0.0132,0.571,0.0816,0.0768,0.2026,0.0296,0.0524,0.0226,0.133,0.1102,0.1348,0.0256,0.019,0.1534,0.1464,0.0185999999999999,0.288,0.0226,0.0600000000000001,0.00939999999999996,0.202,0.275,0.3886,0.0106000000000001,0.0364,0.5104,0.013,0.231,0.0838,0.337,0.0666,0.1284,0.907,0.00239999999999996,0.0244,0.003,0.0588,0.0407999999999999,0.3606,0.8544,0.039,0.229,0.0122,0.0194,0.0996,0.0622,0.003,0.099,0.8422,0.0554,0.0316,0.673,0.0862000000000001,0.00939999999999996,0.4612,0.00219999999999998,0.119,0.00280000000000002,0.0616,0.1284,0.2508,0.017
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.725,0.8468,1,0.9996,0.9532,0.2594,0.9854,0.3642,0.7,0.6908,0.803,1,0.6178,0.00460000000000005,0.9386,0.9854,0.9868,0.887,0.9802,0.9982,0.3676,0.7092,0.9996,0.9064,0.991,0.9958,0.9554,0.765,0.9246,0.9838,0.9632,0.8236,0.9308,0.6908,0.5474,0.9874,0.9922,0.8596,0.7384,0.9996,0.9996,0.627,0.9792,0.8678,0.8902,0.8252,0.3444,0.8578,0.9872,0.7796,0.9946,0.9022,0.7384,0.8754,0.2532,0.9994,0.9978,0.5918,0.9982,0.8786,0.9994,0.9738,0.9798,0.2292,0.649,0.9996,0.6214,0.9716,0.4702,0.9908,0.9894,0.6778,0.9986,0.947,0.9714,0.971,0.8968,0.877,0.4568,1,0.9176,0.6098,0.9678,0.9716,0.9904,0.6084,1,0.7952,0.2156,0.4038,0.766,0.9986,0.659
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,1,0.9998,1,0.9982,0.9622,0.897,0.6922,1,0.8118,0.997,0.8262,1,0.7252,0.7336,0.982,0.926,0.6098,0.5302,0.9958,0.998,0.9854,0.9838,0.9998,0.3908,1,0.9834,0.9956,0.7876,0.998,0.9908,0.9794,0.9872,0.9972,0.981,0.992,0.9962,0.9738,1,0.6706,0.9854,0.9998,0.9982,0.9974,0.8692,0.9926,1,0.8858,0.9814,0.9632,0.617,0.6096,0.9402,0.9888,1,0.6384,0.9074,0.9944,0.9902,0.93,0.997,0.994,0.9428,0.9798,0.1138,0.9614,1,0.667,0.9154,0.9462,0.9854,0.998,0.997,0.9938,0.826,0.483,0.9526,0.9998,0.8124,0.7456,0.9972,0.9878,0.997,0.9848,0.5842,0.9944,0.7708,1,0.9826,0.9854,0.9908,0.8382,0.7198,0.999
KEGG_JAK_STAT_SIGNALING_PATHWAY,0.6232,0.818,0.2742,0.8778,0.7342,0.7288,0.7162,0.6752,0.5176,0.941,0.8416,0.923,0.674,0.489,0.945,0.5978,0.8648,0.981,0.5818,0.4284,0.9832,0.0956,0.0610000000000001,0.8346,0.9374,0.9546,0.899,0.0914,0.9166,0.8224,0.6456,0.2354,0.868,0.0106000000000001,0.1466,0.5204,0.6874,0.8364,0.7856,0.7518,0.8808,0.9164,0.9978,0.463,0.1134,0.3384,0.4596,0.4238,0.7104,0.5918,0.5656,0.6532,0.2754,0.7106,0.1272,0.7658,0.256,0.8076,0.8814,0.3822,0.8872,0.8596,0.5556,0.2356,0.978,0.7506,0.8784,0.2162,0.5404,0.769,0.4666,0.9962,0.4048,0.696,0.8734,0.8646,0.8666,0.9742,0.9344,0.9642,0.9736,0.193,0.7044,0.5108,0.8342,0.1586,0.9236,0.925,0.4176,0.5078,0.5334,0.847,0.4628
KEGG_HEMATOPOIETIC_CELL_LINEAGE,1,0.004,1,0.00460000000000005,0.038,0.0232,0.0346,0.0188,0.014,1,0.417,1,0.00419999999999998,1,0.0214,0.0396,0.1124,0.0514,0.1894,0.7242,1,1,1,0.2854,0.0806,0.003,0.00160000000000005,0.2212,0.1952,0.004,0.73,1,1,0.0112,0.1124,1,0.000800000000000023,0.004,0.0145999999999999,0.000399999999999956,0.00239999999999996,1,0.011,0.000399999999999956,0.3446,0.011,1,0.00219999999999998,1,0.002,0.003,0.2332,0.004,0.0794,1,0.0478,0.00360000000000005,0.053,0.00219999999999998,1,0.00480000000000003,0.00560000000000005,1,1,0.00280000000000002,0.151,0.0658,1,0.3652,0.00519999999999998,0.1934,0.00980000000000003,1,0.004,1,0.015,0.003,0.0632,0.00280000000000002,0.000800000000000023,0.0396,1,1,1,0.6368,1,0.2802,0.0202,0.0318000000000001,0.004,1,0.00280000000000002,1
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,0.932,0.8892,0.9936,0.5002,0.946,1,0.9926,0.7638,0.9696,0.8522,0.8536,1,0.9152,0.9556,0.4464,0.9768,0.7434,0.6944,0.4224,0.8818,0.9374,0.9596,1,0.8322,0.8828,0.8316,0.453,0.9838,0.4372,0.9812,0.904,0.7368,0.8648,0.692,0.945,0.8762,0.8638,0.8926,0.954,0.8864,0.9578,0.998,0.9966,0.9498,0.724,0.7416,0.842,0.6396,0.9026,0.9806,0.6602,0.9594,0.9164,0.858,0.92,1,0.3894,0.8284,0.9176,0.7498,0.994,0.7346,0.9544,0.7464,0.9502,0.9096,0.9704,0.9446,0.9864,0.9586,0.6472,0.8914,0.9846,0.8556,0.8272,0.9992,0.7238,0.5398,0.97,0.9502,0.9986,0.7384,0.4642,0.9292,0.9138,0.851,0.7026,0.993,0.6616,0.9328,0.8646,0.7414,0.9586
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,0.6706,0.9256,0.568,0.9202,0.3778,0.8208,0.2878,0.5474,0.2192,0.6192,0.0252,0.705,0.2884,0.0236,0.4438,0.1884,0.3352,0.5162,0.6076,0.4392,0.8862,0.2882,0.3248,0.2102,0.6548,0.9372,0.8798,0.8748,0.1812,0.908,0.2858,0.7394,0.7678,0.8684,0.1126,0.4186,0.549,0.1248,0.377,0.2046,0.423,0.9808,0.951,0.295,0.0668,0.107,0.0242,0.2562,0.4662,0.3698,0.1396,0.3602,0.7676,0.856,0.2452,0.815,0.0216,0.2512,0.861,0.1926,0.8472,0.7296,0.5194,0.8748,0.7766,0.328,0.6704,0.9978,0.631,0.8624,0.1128,0.4642,0.9932,0.2478,0.3638,0.5764,0.4956,0.2946,0.7916,0.591,0.2588,0.5408,0.7296,0.2162,0.8182,0.9712,0.6094,0.6818,0.8362,0.3502,0.0562,0.5142,0.9622
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,0.9884,0.9958,0.96,0.9998,0.2592,0.6818,0.1514,0.4202,0.4016,0.4438,0.0824,0.684,0.0972,0.0452,0.2344,0.1086,0.196,0.3682,0.4652,0.4008,0.7924,0.2376,0.2612,0.1782,0.8934,0.4392,0.4588,0.387,0.147,0.9702,0.2222,0.4492,0.846,0.7,0.0872000000000001,0.2714,0.2454,0.0606,0.3448,0.1366,0.3834,0.9726,0.5158,0.1968,0.031,0.0786,0.0314,0.3316,0.8042,0.346,0.0387999999999999,0.7178,0.3768,0.8614,0.1764,0.3416,0.0432,0.1736,0.7576,0.044,0.5766,0.3368,0.4858,0.6754,0.4978,0.0592,0.4974,0.781,0.4622,0.439,0.1248,0.252,0.9922,0.1918,0.3156,0.8782,0.1752,0.1868,0.9352,0.3698,0.2284,0.6316,0.4944,0.1526,0.4778,0.8968,0.665,0.3784,0.4262,0.2436,0.0668,0.7796,0.9402
